AGO,Angola,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,Albania,Echelon Capabilities without cold chain shipping,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1
ALB,Albania,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7
ALB,Albania,Large storage capabilities no echelon,0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4
ALB,Albania,Mass temperature sensitive storage facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALB,Albania,Large secure storage facilities,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6
ALB,Albania,Large customs facility available,NA,NA,NA,NA,NA,0.9,1,1,1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
ALB,Albania,Local top up facilities available,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9
ALB,Albania,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.8,0.8,0.8,0.9,0.9
ARE,United Arab Emirates,Echelon Capabilities without cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0.6,0.6,0.6,0.6
ARE,United Arab Emirates,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,0.73,0.75,0.8,0.85,0.9,0.91,0.92,0.95,1
ARE,United Arab Emirates,Large storage capabilities no echelon,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1
ARE,United Arab Emirates,Mass temperature sensitive storage facility available,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7
ARE,United Arab Emirates,Large secure storage facilities,0.07,0.12,0.16,0.18,0.2,0.25,0.27,0.28,0.32,0.34,0.38,0.41,0.46,0.51,0.55,0.59
ARE,United Arab Emirates,Large customs facility available,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1
ARE,United Arab Emirates,Local top up facilities available,0.27,0.28,0.31,0.36,0.38,0.39,0.43,0.46,0.49,0.5,0.52,0.53,0.57,0.6,0.65,0.7
ARE,United Arab Emirates,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
ARG,Argentina,Echelon Capabilities without cold chain shipping,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1,1.2,1.2,1.2
ARG,Argentina,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4
ARG,Argentina,Large storage capabilities no echelon,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1
ARG,Argentina,Mass temperature sensitive storage facility available,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1,1,1,1.1,1.1
ARG,Argentina,Large secure storage facilities,0.16,0.2,0.21,0.22,0.24,0.27,0.3,0.31,0.34,0.37,0.38,0.39,0.4,0.41,0.46,0.5
ARG,Argentina,Large customs facility available,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.5
ARG,Argentina,Local top up facilities available,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6
ARG,Argentina,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
ARM,Armenia,Echelon Capabilities without cold chain shipping,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6
ARM,Armenia,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,0.8,0.81,0.83,0.86,0.88,0.91,0.93,0.95,0.96
ARM,Armenia,Large storage capabilities no echelon,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8
ARM,Armenia,Mass temperature sensitive storage facility available,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1,1.1
ARM,Armenia,Large secure storage facilities,0.77,0.79,0.81,0.83,0.86,0.88,0.89,0.91,0.94,0.96,1.01,1.06,1.07,1.1,1.13,1.18
ARM,Armenia,Large customs facility available,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8
ARM,Armenia,Local top up facilities available,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.8
ARM,Armenia,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
AUS,Australia,Echelon Capabilities without cold chain shipping,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9
AUS,Australia,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,0.9,1,1,1,1,1.1,1.1,1.1,1.1,1.2,1.2
AUS,Australia,Large storage capabilities no echelon,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9
AUS,Australia,Mass temperature sensitive storage facility available,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1,1.1,1.1,1.1,1.2
AUS,Australia,Large secure storage facilities,1,1,1,1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.4
AUS,Australia,Large customs facility available,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1
AUS,Australia,Local top up facilities available,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8
AUS,Australia,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
AUT,Austria,Echelon Capabilities without cold chain shipping,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6
AUT,Austria,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,0.46,0.51,0.54,0.56,0.57,0.58,0.59,0.62,0.64,0.68
AUT,Austria,Large storage capabilities no echelon,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1
AUT,Austria,Mass temperature sensitive storage facility available,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9
AUT,Austria,Large secure storage facilities,0.31,0.33,0.38,0.4,0.42,0.44,0.45,0.47,0.52,0.54,0.59,0.62,0.64,0.67,0.7,0.71
AUT,Austria,Large customs facility available,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6
AUT,Austria,Local top up facilities available,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5
AUT,Austria,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
AZE,Azerbaijan,Echelon Capabilities without cold chain shipping,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7
AZE,Azerbaijan,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
AZE,Azerbaijan,Large storage capabilities no echelon,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6
AZE,Azerbaijan,Mass temperature sensitive storage facility available,0.8,0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.2,1.2
AZE,Azerbaijan,Large secure storage facilities,0.14,0.19,0.2,0.24,0.26,0.28,0.32,0.35,0.37,0.38,0.43,0.47,0.48,0.52,0.57,0.61
AZE,Azerbaijan,Large customs facility available,0.9,1,1,1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.4
AZE,Azerbaijan,Local top up facilities available,1,1,1,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4
AZE,Azerbaijan,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BDI,Burundi,Echelon Capabilities without cold chain shipping,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1,1,1.1,1.1,1.1
BDI,Burundi,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BDI,Burundi,Large storage capabilities no echelon,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8
BDI,Burundi,Mass temperature sensitive storage facility available,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
BDI,Burundi,Large secure storage facilities,,,,,0.62,0.67,0.68,0.71,0.76,0.79,0.83,0.88,0.89,0.94,0.96,1
BDI,Burundi,Large customs facility available,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5
BDI,Burundi,Local top up facilities available,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9
BDI,Burundi,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BEL,Belgium,Echelon Capabilities without cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,Large storage capabilities no echelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,Mass temperature sensitive storage facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,Large secure storage facilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,Large customs facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,Local top up facilities available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEL,Belgium,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,Echelon Capabilities without cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,Large storage capabilities no echelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,Mass temperature sensitive storage facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,Large secure storage facilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,Large customs facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,Local top up facilities available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BEN,Benin,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Echelon Capabilities without cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Large storage capabilities no echelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Mass temperature sensitive storage facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Large secure storage facilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Large customs facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,Local top up facilities available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BFA,Burkina Faso,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BGD,Bangladesh,Echelon Capabilities without cold chain shipping,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9
BGD,Bangladesh,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BGD,Bangladesh,Large storage capabilities no echelon,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1
BGD,Bangladesh,Mass temperature sensitive storage facility available,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3
BGD,Bangladesh,Large secure storage facilities,0.84,0.86,0.91,0.94,0.96,0.99,1.04,1.05,1.08,1.09,1.12,1.17,1.19,1.24,1.27,1.28
BGD,Bangladesh,Large customs facility available,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1,1.1
BGD,Bangladesh,Local top up facilities available,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,1,1
BGD,Bangladesh,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BGR,Bulgaria,Echelon Capabilities without cold chain shipping,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.4
BGR,Bulgaria,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BGR,Bulgaria,Large storage capabilities no echelon,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9
BGR,Bulgaria,Mass temperature sensitive storage facility available,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
BGR,Bulgaria,Large secure storage facilities,0.06,0.11,0.12,0.16,0.21,0.25,0.27,0.31,0.32,0.35,0.39,0.4,0.44,0.46,0.48,0.52
BGR,Bulgaria,Large customs facility available,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1,1.1,1.1,1.1,1.1,1.2,1.2
BGR,Bulgaria,Local top up facilities available,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7
BGR,Bulgaria,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BHR,Bahrain,Echelon Capabilities without cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Large storage capabilities no echelon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Mass temperature sensitive storage facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Large secure storage facilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Large customs facility available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,Local top up facilities available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHR,Bahrain,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BHS,"Bahamas, The",Echelon Capabilities without cold chain shipping,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1.1,1.1,1.1
BHS,"Bahamas, The",Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BHS,"Bahamas, The",Large storage capabilities no echelon,0.9,0.9,0.9,0.9,1,1,1,1.1,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.3
BHS,"Bahamas, The",Mass temperature sensitive storage facility available,0.9,0.9,0.9,0.9,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.4,1.4
BHS,"Bahamas, The",Large secure storage facilities,0.53,0.58,0.61,0.65,0.67,0.7,0.71,0.75,0.79,0.81,0.85,0.86,0.9,0.91,0.94,0.97
BHS,"Bahamas, The",Large customs facility available,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8
BHS,"Bahamas, The",Local top up facilities available,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3
BHS,"Bahamas, The",MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BIH,Bosnia and Herzegovina,Echelon Capabilities without cold chain shipping,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9
BIH,Bosnia and Herzegovina,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BIH,Bosnia and Herzegovina,Large storage capabilities no echelon,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7
BIH,Bosnia and Herzegovina,Mass temperature sensitive storage facility available,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6
BIH,Bosnia and Herzegovina,Large secure storage facilities,0.01,0.03,0.06,0.08,0.12,0.17,0.22,0.24,0.27,0.31,0.34,0.36,0.37,0.4,0.45,0.48
BIH,Bosnia and Herzegovina,Large customs facility available,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.1,1.1,1.1,1.2
BIH,Bosnia and Herzegovina,Local top up facilities available,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1,1.1,1.1,1.2,1.2
BIH,Bosnia and Herzegovina,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BLR,Belarus,Echelon Capabilities without cold chain shipping,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1,1.1
BLR,Belarus,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,0,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3
BLR,Belarus,Large storage capabilities no echelon,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7
BLR,Belarus,Mass temperature sensitive storage facility available,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5
BLR,Belarus,Large secure storage facilities,0.88,0.91,0.96,0.98,1,1.02,1.05,1.09,1.11,1.15,1.19,1.22,1.27,1.31,1.35,1.39
BLR,Belarus,Large customs facility available,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1,1
BLR,Belarus,Local top up facilities available,0.9,0.9,1,1,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3
BLR,Belarus,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BLZ,Belize,Echelon Capabilities without cold chain shipping,0.8,0.9,0.9,0.9,1,1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4
BLZ,Belize,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BLZ,Belize,Large storage capabilities no echelon,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1,1.1
BLZ,Belize,Mass temperature sensitive storage facility available,1,1,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.4,1.5
BLZ,Belize,Large secure storage facilities,0.53,0.58,0.61,0.62,0.63,0.68,0.7,0.71,0.75,0.76,0.81,0.84,0.87,0.92,0.96,0.99
BLZ,Belize,Large customs facility available,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5
BLZ,Belize,Local top up facilities available,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7
BLZ,Belize,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BOL,Bolivia,Echelon Capabilities without cold chain shipping,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.1,1.1,1.1
BOL,Bolivia,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BOL,Bolivia,Large storage capabilities no echelon,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6
BOL,Bolivia,Mass temperature sensitive storage facility available,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,1,1.1,1.1,1.1,1.2
BOL,Bolivia,Large secure storage facilities,0.16,0.19,0.21,0.23,0.24,0.27,0.28,0.32,0.37,0.4,0.43,0.45,0.49,0.51,0.53,0.54
BOL,Bolivia,Large customs facility available,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5
BOL,Bolivia,Local top up facilities available,0.8,0.8,0.9,0.9,0.9,0.9,1,1,1,1.1,1.1,1.1,1.2,1.2,1.3,1.3
BOL,Bolivia,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BRA,Brazil,Echelon Capabilities without cold chain shipping,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,0.9
BRA,Brazil,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BRA,Brazil,Large storage capabilities no echelon,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2
BRA,Brazil,Mass temperature sensitive storage facility available,0.8,0.8,0.9,0.9,0.9,1,1,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3
BRA,Brazil,Large secure storage facilities,0.11,0.13,0.16,0.17,0.2,0.22,0.23,0.26,0.27,0.32,0.35,0.37,0.41,0.45,0.48,0.52
BRA,Brazil,Large customs facility available,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.9,0.9,0.9,1,1,1,1.1
BRA,Brazil,Local top up facilities available,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6
BRA,Brazil,MSF exclusive echelon facility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
BRB,Barbados,Echelon Capabilities without cold chain shipping,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1
BRB,Barbados,Echelon Capabilities with cold chain shipping,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
BRB,Barbados,Large storage capabilities no echelon,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,0.9
BRB,Barbados,Mass temperature sensitive storage facility available,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5
